Post link,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
kcpovf77,ירושלים,הר נוף,36,2,1,200,3500,1,1,1,1,0,,1,1,1,1,1,1
9z7nbrer,גדרה,המושבה,110,4,3,,4200,1,1,1,1,1,1,1,1,1,1,1,1
x934vnfe,אשקלון,עיר ימים / הבלוט,92,3,1,,4100,1,1,1,1,1,1,1,1,1,1,1,1
hwcv3rx1,פתח תקווה,שעריה,70,3,1,300,3800,1,1,1,1,0,,1,1,1,1,1,1
ma9e0knj,בני ברק,הר שלום,75,2,1,,3800,1,1,1,1,0,2,1,1,1,1,1,1
9cvua9rs,ראשון לציון,"רמב""ם",100,4,3,,5100,1,1,1,1,1,,1,1,1,1,1,1
2f7zsv52,יפו ג',נווה גולן,71,3.5,8,,4600,1,1,1,1,0,,1,1,1,1,1,1
qt0elqi2,חולון,שיכון ותיקים,95,4,3,640,4500,1,1,1,1,1,1,1,1,1,1,1,1
xt9beh8z,באר שבע,שכונה ו',80,3,3,,2800,1,1,1,1,0,,1,1,1,1,1,1
p1z3nbsh,שדרות,נאות אשכול,90,4,3,,2800,1,1,1,1,1,,1,1,1,1,1,1
4eterw4j,קרית ים,פסגות ים,100,4,5,870,4200,1,1,1,1,1,1,1,1,1,1,1,1
kcpovf77,ירושלים,הר נוף,36,2,1,200,3500,1,1,1,1,0,,1,1,1,1,1,1
c2cx4pt5,ירושלים,פסגת זאב,110,4,3,,5000,1,1,1,1,1,1,1,1,1,1,1,1
tz865pxg,רחובות,ב' / צפון מערב העיר,100,3.5,1,,4500,1,1,1,1,0,1,1,1,1,1,1,1
tvxfy5hn,באר שבע,שכונה ה',76,3,2,565,2750,1,1,1,1,0,,1,1,1,1,1,1
8z46nqk9,חריש,הפרחים,100,4,3,1000,2750,1,1,1,1,1,1,1,1,1,1,1,1
2f7zsv52,יפו ג',נווה גולן,71,3.5,8,,4600,1,1,1,1,0,,1,1,1,1,1,1
qt0elqi2,חולון,שיכון ותיקים,95,4,3,640,4500,1,1,1,1,1,1,1,1,1,1,1,1
xt9beh8z,באר שבע,שכונה ו',80,3,3,,2800,1,1,1,1,0,,1,1,1,1,1,1
p1z3nbsh,שדרות,נאות אשכול,90,4,3,,2800,1,1,1,1,1,,1,1,1,1,1,1
4eterw4j,קרית ים,פסגות ים,100,4,5,870,4200,1,1,1,1,1,1,1,1,1,1,1,1
kcpovf77,ירושלים,הר נוף,36,2,1,200,3500,1,1,1,1,0,,1,1,1,1,1,1
c2cx4pt5,ירושלים,פסגת זאב,110,4,3,,5000,1,1,1,1,1,1,1,1,1,1,1,1
tvxfy5hn,באר שבע,שכונה ה',76,3,2,565,2750,1,1,1,1,0,,1,1,1,1,1,1
tz865pxg,רחובות,ב' / צפון מערב העיר,100,3.5,1,,4500,1,1,1,1,0,1,1,1,1,1,1,1
8z46nqk9,חריש,הפרחים,100,4,3,1000,2750,1,1,1,1,1,1,1,1,1,1,1,1
upu9swyq,רחובות,ב' / צפון מערב העיר,120,5,3,,6366,1,1,1,1,1,2,1,1,1,1,1,1
7l1vx1lr,לוד,חסכון ג,50,3.5,4,420,2650,1,1,1,1,0,,1,1,1,1,1,1
b0hxu1k2,קרית אתא,מרכז העיר,100,4,2,,3200,1,1,1,1,1,,1,1,1,1,1,1
gcfk1l8u,חיפה,"יל""ג",85,4,3,,2900,1,1,1,1,0,1,1,1,1,1,1,1
vrzrimzq,ירושלים,פסגת זאב,94,4,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
2yjm2h9d,בת ים,דרום מערב ותיק,70,3,2,690,4900,1,1,1,1,0,,1,1,1,1,1,1
hx542glu,מעלות תרשיחא,אורנים,125,5,1,,3600,1,1,1,1,1,1,1,1,1,1,1,1
upu9swyq,רחובות,ב' / צפון מערב העיר,120,5,3,,6366,1,1,1,1,1,2,1,1,1,1,1,1
7l1vx1lr,לוד,חסכון ג,50,3.5,4,420,2650,1,1,1,1,0,,1,1,1,1,1,1
b0hxu1k2,קרית אתא,מרכז העיר,100,4,2,,3200,1,1,1,1,1,,1,1,1,1,1,1
gcfk1l8u,חיפה,"יל""ג",85,4,3,,2900,1,1,1,1,0,1,1,1,1,1,1,1
vrzrimzq,ירושלים,פסגת זאב,94,4,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
2yjm2h9d,בת ים,דרום מערב ותיק,70,3,2,690,4900,1,1,1,1,0,,1,1,1,1,1,1
hx542glu,מעלות תרשיחא,אורנים,125,5,1,,3600,1,1,1,1,1,1,1,1,1,1,1,1
w3xk69ho,אשקלון,אפרידר,123,4,16,,6500,1,1,1,1,1,1,1,1,1,1,1,1
il98pgei,אשדוד,רובע ח',80,3,3,,3800,1,1,1,1,1,,1,1,1,1,1,1
qbd13p3i,קרית מוצקין,מוצקין הותיקה,100,4,2,,3500,1,1,1,1,1,1,1,1,1,1,1,1
2y802ucg,באר שבע,שכונה ג',55,2,2,,2100,1,1,1,1,0,,1,1,1,1,1,1
fe9pyma2,חולון,ג'סי כהן,60,2.5,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
qbd13p3i,קרית מוצקין,מוצקין הותיקה,100,4,2,,3500,1,1,1,1,1,1,1,1,1,1,1,1
2y802ucg,באר שבע,שכונה ג',55,2,2,,2100,1,1,1,1,0,,1,1,1,1,1,1
fe9pyma2,חולון,ג'סי כהן,60,2.5,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
bjq80jjk,תחנת רכבת השמונה,שער פלמר,60,2,1,,2500,1,1,1,1,0,1,1,1,1,1,1,1
0mko82w2,תל אביב יפו,נחלת יצחק,40,2,3,,3700,1,1,1,1,0,1,1,1,1,1,1,1
ubsn8pw1,באר שבע,שכונה ד',75,4,1,400,3150,1,1,1,1,0,,1,1,1,1,1,1
xhscv44l,ירושלים,עיר גנים,63,3.5,3,,3300,1,1,1,1,0,,1,1,1,1,1,1
qwwz5reu,ירושלים,בית וגן,30,2,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
s8cqdjmo,רמות ספיר,"שכונה י""א",52,2,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
0mko82w2,תל אביב יפו,נחלת יצחק,40,2,3,,3700,1,1,1,1,0,1,1,1,1,1,1,1
ubsn8pw1,באר שבע,שכונה ד',75,4,1,400,3150,1,1,1,1,0,,1,1,1,1,1,1
xhscv44l,ירושלים,עיר גנים,63,3.5,3,,3300,1,1,1,1,0,,1,1,1,1,1,1
qwwz5reu,ירושלים,בית וגן,30,2,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
s8cqdjmo,רמות ספיר,"שכונה י""א",52,2,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
jkn6sa86,תל עדשים,תל עדשים,44,2,,,2500,1,1,1,1,1,1,1,1,1,1,1,1
rd48czj9,אור יהודה,הראשונים,80,3,2,350,,1,1,1,1,0,,1,1,1,1,1,1
em0iqz8o,באר שבע,שכונה ג',55,3,9,430,1800,1,1,1,1,0,,1,1,1,1,1,1
jkn6sa86,תל עדשים,תל עדשים,44,2,,,2500,1,1,1,1,1,1,1,1,1,1,1,1
rd48czj9,אור יהודה,הראשונים,80,3,2,350,,1,1,1,1,0,,1,1,1,1,1,1
em0iqz8o,באר שבע,שכונה ג',55,3,9,430,1800,1,1,1,1,0,,1,1,1,1,1,1
jacy78zr,רעננה,מרכז דרום,110,5,3,850,4000,1,1,1,1,0,,1,1,1,1,1,1
vh1811lt,חולון,גרין ועם,25,1,1,,3100,1,1,1,1,0,,1,1,1,1,1,1
o819yqv6,כרמיאל,אשכול,40,2,2,1,2500,1,1,1,1,1,,1,1,1,1,1,1
5oszzdsz,תל אביב יפו,פלורנטין,30,1.5,1,,3500,1,1,1,1,0,,1,1,1,1,1,1
cz6vb81m,טירת כרמל,"שז""ר / דקר",68,3,3,,2650,1,1,1,1,0,,1,1,1,1,1,1
o819yqv6,כרמיאל,אשכול,40,2,2,1,2500,1,1,1,1,1,,1,1,1,1,1,1
5oszzdsz,תל אביב יפו,פלורנטין,30,1.5,1,,3500,1,1,1,1,0,,1,1,1,1,1,1
cz6vb81m,טירת כרמל,"שז""ר / דקר",68,3,3,,2650,1,1,1,1,0,,1,1,1,1,1,1
gcxdkkvf,הוד השרון,מגדיאל,72,3,2,,4300,1,1,1,1,0,1,1,1,1,1,1,1
0h4ipdh2,בית שאן,נוף הירדן,84,3,1,500,2500,1,1,1,1,1,1,1,1,1,1,1,1
vi83xae6,פרדס בחסכון,בית בפארק,152,6,2,,6300,1,1,1,1,1,1,1,1,1,1,1,1
ydichfmb,בית יעקב,התקוה,40,1.5,,280,3500,1,1,1,1,0,1,1,1,1,1,1,1
x2rizcbz,אשקלון,נווה הדרים,87,4,3,580,3900,1,1,1,1,0,,1,1,1,1,1,1
h9rp26gn,חיפה,תל עמל,65,3,2,350,2800,1,1,1,1,1,1,1,1,1,1,1,1
5c7ef6o7,בת ים,עמידר,40,1.5,2,220,3500,1,1,1,1,0,1,1,1,1,1,1,1
s4m7xrv3,רעננה,נווה דוד רמז,135,4,2,1000,6500,1,1,1,1,1,,1,1,1,1,1,1
5c7ef6o7,בת ים,עמידר,40,1.5,2,220,3500,1,1,1,1,0,1,1,1,1,1,1,1
s4m7xrv3,רעננה,נווה דוד רמז,135,4,2,1000,6500,1,1,1,1,1,,1,1,1,1,1,1
8ojy7p3c,חיפה,נווה שאנן,65,3.5,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
msoho7z9,נתניה,פרדס הגדוד,75,3,2,,3300,1,1,1,1,0,1,1,1,1,1,1,1
ym2ty4d5,מעגלים,מעגלים,74,3,,500,3500,1,1,1,1,1,1,1,1,1,1,1,1
j3mubkf4,קרית ים,קרית ים ב',78,3,3,,2600,1,1,1,1,0,,1,1,1,1,1,1
h69ie73m,ערד,יעלים,55,2.5,2,,1800,1,1,1,1,0,,1,1,1,1,1,1
h0zuhbbd,אשקלון,עיר היין,78,3,13,540,4100,1,1,1,1,1,1,1,1,1,1,1,1
08flero3,תלפיות מזרח,ארמון הנציב,67,3,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
rxco326j,יבנה,רמות ויצמן,95,4,3,650,3700,1,1,1,1,0,,1,1,1,1,1,1
obp8jg6c,מגדל העמק,פנחס ספיר,86,4,2,,2500,1,1,1,1,1,,1,1,1,1,1,1
t7d8atw2,חיפה,קרית חיים מזרחית,55,2,2,,2300,1,1,1,1,0,,1,1,1,1,1,1
00zz988x,נשר,בן דור,25,1.5,1,,1700,1,1,1,1,1,1,1,1,1,1,1,1
hmp20vdi,ראש פינה,ראש פינה,40,2,1,,3300,1,1,1,1,0,,1,1,1,1,1,1
j3mubkf4,קרית ים,קרית ים ב',78,3,3,,2600,1,1,1,1,0,,1,1,1,1,1,1
h69ie73m,ערד,יעלים,55,2.5,2,,1800,1,1,1,1,0,,1,1,1,1,1,1
h0zuhbbd,אשקלון,עיר היין,78,3,13,540,4100,1,1,1,1,1,1,1,1,1,1,1,1
08flero3,תלפיות מזרח,ארמון הנציב,67,3,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
rxco326j,יבנה,רמות ויצמן,95,4,3,650,3700,1,1,1,1,0,,1,1,1,1,1,1
obp8jg6c,מגדל העמק,פנחס ספיר,86,4,2,,2500,1,1,1,1,1,,1,1,1,1,1,1
t7d8atw2,חיפה,קרית חיים מזרחית,55,2,2,,2300,1,1,1,1,0,,1,1,1,1,1,1
00zz988x,נשר,בן דור,25,1.5,1,,1700,1,1,1,1,1,1,1,1,1,1,1,1
hmp20vdi,ראש פינה,ראש פינה,40,2,1,,3300,1,1,1,1,0,,1,1,1,1,1,1
ci9a0mzm,קרית מוצקין,מוצקין הותיקה,50,2,1,,2350,1,1,1,1,0,,1,1,1,1,1,1
3r4ea8fs,ירושלים,רמות,72,3,,1,4000,1,1,1,1,1,,1,1,1,1,1,1
7ixtiogv,לוד,שאר העיר,70,3,3,,3500,1,1,1,1,1,,1,1,1,1,1,1
wf8994vj,בת ים,עצמאות יוספטל,70,2.5,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
iwx0tg4e,פתח תקווה,לב המושבה / מרכז העיר,52,2,1,,3300,1,1,1,1,0,1,1,1,1,1,1,1
lwn58fsf,קרית מוצקין,מוצקין הותיקה,35,2,2,,2300,1,1,1,1,0,,1,1,1,1,1,1
b8ygj3es,רמת השרון,מורשה,150,5,17,2000,10500,1,1,1,1,1,1,1,1,1,1,1,1
gi0hso57,קרית ביאליק,צור שלום,40,1.5,4,,2000,1,1,1,1,1,,1,1,1,1,1,1
lwn58fsf,קרית מוצקין,מוצקין הותיקה,35,2,2,,2300,1,1,1,1,0,,1,1,1,1,1,1
b8ygj3es,רמת השרון,מורשה,150,5,17,2000,10500,1,1,1,1,1,1,1,1,1,1,1,1
gi0hso57,קרית ביאליק,צור שלום,40,1.5,4,,2000,1,1,1,1,1,,1,1,1,1,1,1
pqdrdf1a,מזכרת בתיה,בר לב,100,4,1,1100,6500,1,1,1,1,1,1,1,1,1,1,1,1
4sfs9ziz,פרדס בחסכון,בית בפארק,113,4,3,1600,5700,1,1,1,1,1,1,1,1,1,1,1,1
z57i8pzt,גבעת תל חי,גבעת הרקפות,60,3,1,500,2300,1,1,1,1,0,,1,1,1,1,1,1
ncwsymhb,אשדוד,רובע א',90,4,2,,4200,1,1,1,1,0,,1,1,1,1,1,1
17cxd2wf,בת ים,רמת הנשיא,90,4,4,,4800,1,1,1,1,0,,1,1,1,1,1,1
lmat779r,באר שבע,שכונה ב',40,2,4,,2250,1,1,1,1,0,,1,1,1,1,1,1
hsq7oepj,חיפה,כבירים,65,2.5,2,,3000,1,1,1,1,0,,1,1,1,1,1,1
g0vnb252,באר שבע,שכונה ב',71,3,1,,2600,1,1,1,1,0,,1,1,1,1,1,1
ls391b9m,מבשרת ציון,שכונה ד',773,2,1,,4100,1,1,1,1,0,1,1,1,1,1,1,1
qv5dsm1r,בת ים,הגבול רוטשילד,75,2.5,3,,2400,1,1,1,1,0,,1,1,1,1,1,1
k0cte71v,חיפה,כבירים,90,3,1,,3600,1,1,1,1,0,2,1,1,1,1,1,1
697lge,מודיעין מכבים רעות,הכרמים,90,3,3,1000,5190,1,1,1,1,1,1,1,1,1,1,1,1
17cxd2wf,בת ים,רמת הנשיא,90,4,4,,4800,1,1,1,1,0,,1,1,1,1,1,1
lmat779r,באר שבע,שכונה ב',40,2,4,,2250,1,1,1,1,0,,1,1,1,1,1,1
hsq7oepj,חיפה,כבירים,65,2.5,2,,3000,1,1,1,1,0,,1,1,1,1,1,1
g0vnb252,באר שבע,שכונה ב',71,3,1,,2600,1,1,1,1,0,,1,1,1,1,1,1
ls391b9m,מבשרת ציון,שכונה ד',773,2,1,,4100,1,1,1,1,0,1,1,1,1,1,1,1
qv5dsm1r,בת ים,הגבול רוטשילד,75,2.5,3,,2400,1,1,1,1,0,,1,1,1,1,1,1
k0cte71v,חיפה,כבירים,90,3,1,,3600,1,1,1,1,0,2,1,1,1,1,1,1
697lge,מודיעין מכבים רעות,הכרמים,90,3,3,1000,5190,1,1,1,1,1,1,1,1,1,1,1,1
l8sp2uer,ירושלים,רמת שלמה,136,5,2,,7000,1,1,1,1,1,1,1,1,1,1,1,1
lt588gey,אור יהודה,סקיה,68,3,4,,4100,1,1,1,1,0,,1,1,1,1,1,1
1i3p4jhz,חשמונאים,חשמונאים,40,2,,,2400,1,1,1,1,0,,1,1,1,1,1,1
buvbq1x5,סביניה,מרכז העיר,120,4.5,1,900,3400,1,1,1,1,1,,1,1,1,1,1,1
podh6ku2,אשקלון,נווה הדרים,108,5,6,700,5000,1,1,1,1,1,1,1,1,1,1,1,1
lt588gey,אור יהודה,סקיה,68,3,4,,4100,1,1,1,1,0,,1,1,1,1,1,1
1i3p4jhz,חשמונאים,חשמונאים,40,2,,,2400,1,1,1,1,0,,1,1,1,1,1,1
buvbq1x5,סביניה,מרכז העיר,120,4.5,1,900,3400,1,1,1,1,1,,1,1,1,1,1,1
podh6ku2,אשקלון,נווה הדרים,108,5,6,700,5000,1,1,1,1,1,1,1,1,1,1,1,1
lkq9fq9q,אשקלון,גולדה,45,2,3,,2500,1,1,1,1,0,1,1,1,1,1,1,1
a7txw40t,בת ים,הגבול רוטשילד,85,4,4,,6000,1,1,1,1,0,,1,1,1,1,1,1
ftuhpx4y,אשקלון,ברנע,125,5,6,,4600,1,1,1,1,1,1,1,1,1,1,1,1
gb4azet4,תל אביב יפו,נווה צדק,56,2,,,7800,1,1,1,1,0,,1,1,1,1,1,1
4fr4srt5,ערד,אבישור,35,2,3,550,2350,1,1,1,1,0,,1,1,1,1,1,1
xiu4oqgg,פתח תקווה,לב המושבה / מרכז העיר,97,4.5,,,4800,1,1,1,1,0,,1,1,1,1,1,1
g8hk2zgs,גבעת זאב,קרית יערים,80,3,2,,4300,1,1,1,1,0,1,1,1,1,1,1,1
2n3kgjm7,עספיא,עספיא,130,4,1,,3500,1,1,1,1,1,2,1,1,1,1,1,1
xiu4oqgg,פתח תקווה,לב המושבה / מרכז העיר,97,4.5,,,4800,1,1,1,1,0,,1,1,1,1,1,1
g8hk2zgs,גבעת זאב,קרית יערים,80,3,2,,4300,1,1,1,1,0,1,1,1,1,1,1,1
2n3kgjm7,עספיא,עספיא,130,4,1,,3500,1,1,1,1,1,2,1,1,1,1,1,1
ndqyi6sf,חיפה,נווה שאנן,100,4,1,,3800,1,1,1,1,1,,1,1,1,1,1,1
2qeagyyl,מערב ותיק,רמז,65,3,2,600,4200,1,1,1,1,1,,1,1,1,1,1,1
nov50vif,זכרון יעקב,רמת צבי,100,4,2,950,4300,1,1,1,1,1,1,1,1,1,1,1,1
xfw381pc,נאות אילן,נווה זאב,98,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
kp0p5yja,קרית מוצקין,אביבים,70,3,4,,2550,1,1,1,1,0,,1,1,1,1,1,1
jif9bcbr,קרית מוצקין,משכנות האומנים,134,5,17,1400,4900,1,1,1,1,1,1,1,1,1,1,1,1
3ur81ben,קרית עבודה,מרכז,110,4,1,750,5500,1,1,1,1,0,2,1,1,1,1,1,1
s066jtha,קרית ביאליק,ביאליק דרום,85,3,1,,3150,1,1,1,1,0,,1,1,1,1,1,1
db8rzqb0,ירושלים,קרית היובל,110,5,4,,8000,1,1,1,1,1,1,1,1,1,1,1,1
2qeagyyl,מערב ותיק,רמז,65,3,2,600,4200,1,1,1,1,1,,1,1,1,1,1,1
nov50vif,זכרון יעקב,רמת צבי,100,4,2,950,4300,1,1,1,1,1,1,1,1,1,1,1,1
xfw381pc,נאות אילן,נווה זאב,98,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
kp0p5yja,קרית מוצקין,אביבים,70,3,4,,2550,1,1,1,1,0,,1,1,1,1,1,1
jif9bcbr,קרית מוצקין,משכנות האומנים,134,5,17,1400,4900,1,1,1,1,1,1,1,1,1,1,1,1
3ur81ben,קרית עבודה,מרכז,110,4,1,750,5500,1,1,1,1,0,2,1,1,1,1,1,1
s066jtha,קרית ביאליק,ביאליק דרום,85,3,1,,3150,1,1,1,1,0,,1,1,1,1,1,1
db8rzqb0,ירושלים,קרית היובל,110,5,4,,8000,1,1,1,1,1,1,1,1,1,1,1,1
wmuf2yu9,פרדס בחסכון,בית בפארק,152,6,1,,6000,1,1,1,1,1,1,1,1,1,1,1,1
bxa20ijz,שרונה,היובל,1,2,,,2500,1,1,1,1,0,,1,1,1,1,1,1
1xhocns9,באר שבע,פארק הנחל,125,4,3,,3800,1,1,1,1,1,1,1,1,1,1,1,1
if1kl64s,עפולה,מרכז גבעת המורה,55,2.5,2,300,1800,1,1,1,1,1,1,1,1,1,1,1,1
27dbrtwn,נשר,תל חנן,75,4,,420,3000,1,1,1,1,1,,1,1,1,1,1,1
elo3aoxg,תל כביר,נווה עופר,92,3,6,,5200,1,1,1,1,1,1,1,1,1,1,1,1
db8rzqb0,ירושלים,קרית היובל,110,5,4,,8000,1,1,1,1,1,1,1,1,1,1,1,1
wmuf2yu9,פרדס בחסכון,בית בפארק,152,6,1,,6000,1,1,1,1,1,1,1,1,1,1,1,1
bxa20ijz,שרונה,היובל,1,2,,,2500,1,1,1,1,0,,1,1,1,1,1,1
1xhocns9,באר שבע,פארק הנחל,125,4,3,,3800,1,1,1,1,1,1,1,1,1,1,1,1
if1kl64s,עפולה,מרכז גבעת המורה,55,2.5,2,300,1800,1,1,1,1,1,1,1,1,1,1,1,1
27dbrtwn,נשר,תל חנן,75,4,,420,3000,1,1,1,1,1,,1,1,1,1,1,1
elo3aoxg,תל כביר,נווה עופר,92,3,6,,5200,1,1,1,1,1,1,1,1,1,1,1,1
ypydby5b,באר שבע,רמות הרכס,100,3,2,,3500,1,1,1,1,1,1,1,1,1,1,1,1
8q0uzt4j,חדרה,יוספטל,85,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
tblywzw7,חדרה,גבעת בוסל,66,3,5,,2500,1,1,1,1,1,1,1,1,1,1,1,1
7hvanwxg,באר שבע,שכונה ג',45,2,1,350,1500,1,1,1,1,0,,1,1,1,1,1,1
x56v3la8,באר שבע,רמות הרכס,110,4,2,800,3700,1,1,1,1,1,1,1,1,1,1,1,1
t6t2pr5d,תל מונד,שאר העיר,55,3,1,200,4000,1,1,1,1,0,,1,1,1,1,1,1
8q0uzt4j,חדרה,יוספטל,85,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
tblywzw7,חדרה,גבעת בוסל,66,3,5,,2500,1,1,1,1,1,1,1,1,1,1,1,1
7hvanwxg,באר שבע,שכונה ג',45,2,1,350,1500,1,1,1,1,0,,1,1,1,1,1,1
x56v3la8,באר שבע,רמות הרכס,110,4,2,800,3700,1,1,1,1,1,1,1,1,1,1,1,1
t6t2pr5d,תל מונד,שאר העיר,55,3,1,200,4000,1,1,1,1,0,,1,1,1,1,1,1
0u5b2yw8,באר שבע,שכונה ו',75,3,6,620,2630,1,1,1,1,1,,1,1,1,1,1,1
ysqerkou,חיפה,הדר מרכז,45,1.5,1,,1200,1,1,1,1,0,1,1,1,1,1,1,1
ptc23vrd,חיפה,הרצליה,67,3,1,600,2800,1,1,1,1,0,1,1,1,1,1,1,1
nb3hofme,קרית ביאליק,ביאליק דרום,57,2,,480,2300,1,1,1,1,1,1,1,1,1,1,1,1
61b1a7bc,טבריה,דון יוסף הנשיא,123,4,3,,3900,1,1,1,1,1,1,1,1,1,1,1,1
wbh95832,המושבה האמריקאית-גרמנית,צפון יפו,30,1.5,2,,2900,1,1,1,1,0,1,1,1,1,1,1,1
hu9waq9n,חיפה,נווה פז,80,3,5,,2400,1,1,1,1,0,1,1,1,1,1,1,1
ysqerkou,חיפה,הדר מרכז,45,1.5,1,,1200,1,1,1,1,0,1,1,1,1,1,1,1
ptc23vrd,חיפה,הרצליה,67,3,1,600,2800,1,1,1,1,0,1,1,1,1,1,1,1
nb3hofme,קרית ביאליק,ביאליק דרום,57,2,,480,2300,1,1,1,1,1,1,1,1,1,1,1,1
61b1a7bc,טבריה,דון יוסף הנשיא,123,4,3,,3900,1,1,1,1,1,1,1,1,1,1,1,1
wbh95832,המושבה האמריקאית-גרמנית,צפון יפו,30,1.5,2,,2900,1,1,1,1,0,1,1,1,1,1,1,1
hu9waq9n,חיפה,נווה פז,80,3,5,,2400,1,1,1,1,0,1,1,1,1,1,1,1
1u4ssjtr,אשקלון,עיר היין,110,4,10,,4300,1,1,1,1,1,1,1,1,1,1,1,1
gw6drphq,נירית,נירית,30,1.5,1,,2500,1,1,1,1,1,1,1,1,1,1,1,1
xhxa0i9p,ירושלים,קטמונים,69,3,4,,,1,1,1,1,0,,1,1,1,1,1,1
9p9di13p,באר שבע,שכונה ה',75,3,1,,3100,1,1,1,1,1,,1,1,1,1,1,1
k4l18n,ירושלים,תלפיות,69,2,2,700,4860,1,1,1,1,1,1,1,1,1,1,1,1
su108lt1,יהוד מונוסון,ליבת העיר,105,4,7,740,6500,1,1,1,1,1,2,1,1,1,1,1,1
65d162hb,שדרות,נאות יצחק רבין,120,4,4,,3700,1,1,1,1,1,1,1,1,1,1,1,1
gw6drphq,נירית,נירית,30,1.5,1,,2500,1,1,1,1,1,1,1,1,1,1,1,1
xhxa0i9p,ירושלים,קטמונים,69,3,4,,,1,1,1,1,0,,1,1,1,1,1,1
9p9di13p,באר שבע,שכונה ה',75,3,1,,3100,1,1,1,1,1,,1,1,1,1,1,1
k4l18n,ירושלים,תלפיות,69,2,2,700,4860,1,1,1,1,1,1,1,1,1,1,1,1
su108lt1,יהוד מונוסון,ליבת העיר,105,4,7,740,6500,1,1,1,1,1,2,1,1,1,1,1,1
65d162hb,שדרות,נאות יצחק רבין,120,4,4,,3700,1,1,1,1,1,1,1,1,1,1,1,1
mks3bhtk,בת ים,רוטשילד עצמאות,100,4,2,,4700,1,1,1,1,1,,1,1,1,1,1,1
pozl6gnj,באר שבע,שכונה א',100,4.5,2,,3100,1,1,1,1,0,,1,1,1,1,1,1
swdcoxln,קרית מוצקין,מוצקין הותיקה,100,4,2,845,3500,1,1,1,1,1,,1,1,1,1,1,1
aafpkoog,נשר,רמות יצחק,77,3,5,650,3000,1,1,1,1,1,,1,1,1,1,1,1
xjm7luhn,ירושלים,בקעה,40,2,3,480,3850,1,1,1,1,0,,1,1,1,1,1,1
waviikp8,קרית אתא,מרכז העיר,115,5,2,800,3800,1,1,1,1,1,,1,1,1,1,1,1
q4qr5vl0,רחובות,ב' / צפון מערב העיר,30,1.5,4,230,2400,1,1,1,1,0,,1,1,1,1,1,1
rydwxpjq,עפולה,לב העמק,120,4,1,900,3500,1,1,1,1,1,1,1,1,1,1,1,1
mks3bhtk,בת ים,רוטשילד עצמאות,100,4,2,,4700,1,1,1,1,1,,1,1,1,1,1,1
pozl6gnj,באר שבע,שכונה א',100,4.5,2,,3100,1,1,1,1,0,,1,1,1,1,1,1
swdcoxln,קרית מוצקין,מוצקין הותיקה,100,4,2,845,3500,1,1,1,1,1,,1,1,1,1,1,1
aafpkoog,נשר,רמות יצחק,77,3,5,650,3000,1,1,1,1,1,,1,1,1,1,1,1
xjm7luhn,ירושלים,בקעה,40,2,3,480,3850,1,1,1,1,0,,1,1,1,1,1,1
waviikp8,קרית אתא,מרכז העיר,115,5,2,800,3800,1,1,1,1,1,,1,1,1,1,1,1
q4qr5vl0,רחובות,ב' / צפון מערב העיר,30,1.5,4,230,2400,1,1,1,1,0,,1,1,1,1,1,1
rydwxpjq,עפולה,לב העמק,120,4,1,900,3500,1,1,1,1,1,1,1,1,1,1,1,1
nlmqmrbt,פתח תקווה,רמת ורבר,109,4,7,1200,6500,1,1,1,1,0,,1,1,1,1,1,1
5dsbnxkh,באר שבע,פארק הנחל,118,4,6,,3590,1,1,1,1,1,1,1,1,1,1,1,1
76wgcy2n,ירושלים,תלפיות,49,2,2,700,4400,1,1,1,1,1,,1,1,1,1,1,1
2n1w03my,שדרות,נאות יצחק רבין,90,4,2,,2500,1,1,1,1,0,1,1,1,1,1,1,1
bieamgm4,מזכרת בתיה,נאות הראשונים,105,5,1,,5850,1,1,1,1,1,1,1,1,1,1,1,1
dco8ohou,נתניה,צפון מערב מרכז העיר,40,1.5,1,,2400,1,1,1,1,0,1,1,1,1,1,1,1
76wgcy2n,ירושלים,תלפיות,49,2,2,700,4400,1,1,1,1,1,,1,1,1,1,1,1
2n1w03my,שדרות,נאות יצחק רבין,90,4,2,,2500,1,1,1,1,0,1,1,1,1,1,1,1
dco8ohou,נתניה,צפון מערב מרכז העיר,40,1.5,1,,2400,1,1,1,1,0,1,1,1,1,1,1,1
